X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID
-856335.869598373,7036492.39571864,2020/02/29 00:00:00+00,1,1,0,0,2020/02/27 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
-856335.869598373,7036492.39571864,2020/03/03 00:00:00+00,1,2,0,0,2020/03/01 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
-856335.869598373,7036492.39571864,2020/03/04 00:00:00+00,4,6,0,0,2020/03/02 00:00:00+00,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13,0,0,0,3
-856335.869598373,7036492.39571864,2020/03/05 00:00:00+00,7,13,0,0,2020/03/03 00:00:00+00,2,1,0,1,,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,49,0,0,0,4
-856335.869598373,7036492.39571864,2020/03/06 00:00:00+00,5,18,0,0,2020/03/04 00:00:00+00,5,4,0,2,,0,1,0,0,2,1,0,0,3,2,0,0,2,0,0,2,1,0,0,41,0,0,0,5
-856335.869598373,7036492.39571864,2020/03/07 00:00:00+00,1,19,0,0,2020/03/05 00:00:00+00,8,7,1,2,,0,2,0,0,4,1,0,0,4,4,0,0,3,0,0,4,1,0,0,38,0,0,0,6
-856335.869598373,7036492.39571864,2020/03/08 00:00:00+00,2,21,0,0,2020/03/06 00:00:00+00,13,9,1,2,,0,2,0,0,5,2,0,0,8,5,0,0,3,0,0,6,3,1,0,49,0,0,0,7
-856335.869598373,7036492.39571864,2020/03/09 00:00:00+00,3,24,0,0,2020/03/07 00:00:00+00,16,11,1,3,,0,2,0,0,6,2,1,0,9,7,0,0,3,0,1,7,3,2,0,38,0,0,0,8
-856335.869598373,7036492.39571864,2020/03/10 00:00:00+00,10,34,0,0,2020/03/08 00:00:00+00,18,13,2,3,,0,2,0,0,6,2,1,2,11,7,0,0,3,0,1,7,3,2,2,70,0,0,0,9
-856335.869598373,7036492.39571864,2020/03/11 00:00:00+00,9,43,1,1,2020/03/09 00:00:00+00,25,18,2,5,,0,2,0,0,7,4,3,2,13,12,0,0,3,0,1,8,5,5,3,61,0,0,0,10
-856335.869598373,7036492.39571864,2020/03/12 00:00:00+00,27,70,0,1,2020/03/10 00:00:00+00,37,28,3,8,,0,2,0,3,7,6,6,4,20,17,0,0,3,1,4,9,7,8,5,46,0,0,0,11
-856335.869598373,7036492.39571864,2020/03/13 00:00:00+00,20,90,0,1,2020/03/11 00:00:00+00,49,37,5,10,,0,2,0,5,7,7,9,7,29,20,0,0,3,1,6,9,9,12,9,61,0,0,0,12
-856335.869598373,7036492.39571864,2020/03/14 00:00:00+00,39,129,1,2,2020/03/12 00:00:00+00,78,48,8,14,,0,2,2,7,10,7,11,9,45,33,0,0,3,11,11,14,13,15,11,31,0,0,0,13
-856335.869598373,7036492.39571864,2020/03/15 00:00:00+00,40,169,0,2,2020/03/13 00:00:00+00,110,56,8,24,,0,2,3,8,11,8,14,10,65,45,0,0,4,13,14,20,21,24,14,49,0,0,0,14
-856335.869598373,7036492.39571864,2020/03/16 00:00:00+00,54,223,0,2,2020/03/14 00:00:00+00,143,63,12,26,,0,2,3,8,11,9,15,15,89,54,0,0,4,16,17,27,27,30,22,48,0,0,0,15
-856335.869598373,7036492.39571864,2020/03/17 00:00:00+00,69,292,0,2,2020/03/15 00:00:00+00,170,68,12,34,,0,2,4,9,11,10,15,17,105,65,0,0,4,19,23,36,29,34,25,40,0,0,0,16
-856335.869598373,7036492.39571864,2020/03/18 00:00:00+00,74,366,0,2,2020/03/16 00:00:00+00,268,93,16,68,,0,2,7,14,15,12,19,24,160,108,0,1,4,27,47,62,39,46,42,41,0,0,0,17
-856335.869598373,7036492.39571864,2020/03/19 00:00:00+00,191,557,1,3,2020/03/17 00:00:00+00,347,120,18,99,,1,2,9,18,18,14,23,35,195,152,0,2,8,37,63,79,48,53,57,42,0,0,0,18
-856335.869598373,7036492.39571864,2020/03/20 00:00:00+00,126,683,0,3,2020/03/18 00:00:00+00,431,150,22,124,,1,2,10,22,20,20,28,47,245,186,0,2,8,45,77,96,61,67,75,45,0,0,0,19
-856335.869598373,7036492.39571864,2020/03/21 00:00:00+00,102,785,0,3,2020/03/19 00:00:00+00,573,182,28,162,,2,2,10,27,22,27,31,61,320,253,0,4,9,54,108,120,94,82,102,46,0,0,0,20
-856335.869598373,7036492.39571864,2020/03/22 00:00:00+00,121,906,1,4,2020/03/20 00:00:00+00,699,218,35,182,,2,3,13,30,26,39,37,68,392,307,0,5,11,60,127,147,130,98,121,46,0,0,0,21
-856335.869598373,7036492.39571864,2020/03/23 00:00:00+00,219,1125,2,6,2020/03/21 00:00:00+00,823,242,41,231,,2,3,14,34,29,41,40,79,457,366,0,5,15,66,164,164,157,114,138,42,0,0,0,22
-856335.869598373,7036492.39571864,2020/03/24 00:00:00+00,204,1329,1,7,2020/03/22 00:00:00+00,951,280,50,260,44,2,3,15,38,30,51,45,96,526,425,0,5,16,74,188,183,189,132,164,50,0,0,0,23
-856335.869598373,7036492.39571864,2020/03/25 00:00:00+00,235,1564,2,9,2020/03/23 00:00:00+00,1149,315,59,304,63,2,3,16,40,31,57,53,113,634,515,0,5,19,91,227,213,227,161,206,46,0,0,0,24
-856335.869598373,7036492.39571864,2020/03/26 00:00:00+00,255,1819,10,19,2020/03/24 00:00:00+00,1369,361,68,341,66,2,3,16,41,33,66,62,138,747,622,0,8,21,108,264,246,279,193,250,48,0,0,0,25
-856335.869598373,7036492.39571864,2020/03/27 00:00:00+00,302,2121,3,22,2020/03/25 00:00:00+00,1617,433,77,401,79,3,4,17,46,44,71,73,175,867,750,0,10,24,120,309,303,316,230,303,47,0,0,0,26
-856335.869598373,7036492.39571864,2020/03/28 00:00:00+00,294,2415,14,36,2020/03/26 00:00:00+00,1879,523,94,489,91,3,4,19,50,50,88,83,226,1002,877,0,14,24,133,357,351,364,266,368,48,0,0,0,27
-856335.869598373,7036492.39571864,2020/03/29 00:00:00+00,200,2625,10,46,2020/03/27 00:00:00+00,2188,614,112,611,103,4,5,20,59,58,106,97,265,1136,1052,0,15,27,152,406,414,428,309,435,47,0,0,0,28
-856335.869598373,7036492.39571864,2020/03/30 00:00:00+00,295,2910,8,54,2020/03/28 00:00:00+00,2446,701,125,676,111,4,5,22,66,68,115,112,308,1240,1206,0,15,27,168,446,463,463,356,505,50,0,0,0,29
-856335.869598373,7036492.39571864,2020/03/31 00:00:00+00,325,3235,17,71,2020/03/29 00:00:00+00,2640,757,136,752,118,5,5,22,67,70,126,122,339,1318,1322,0,17,28,175,474,495,499,394,555,50,0,0,0,30
-856335.869598373,7036492.39571864,2020/04/01 00:00:00+00,212,3447,14,85,2020/03/30 00:00:00+00,2943,857,149,843,134,6,5,25,71,77,140,136,396,1450,1493,0,19,28,190,513,541,553,436,660,54,0,0,0,31
-856335.869598373,7036492.39571864,2020/04/02 00:00:00+00,402,3849,13,99,2020/03/31 00:00:00+00,3233,938,164,956,160,6,5,27,76,86,152,148,437,1568,1665,0,19,29,211,558,607,603,475,727,47,0,0,0,32
-856335.869598373,7036492.39571864,2020/04/03 00:00:00+00,424,4273,22,120,2020/04/01 00:00:00+00,3599,1057,182,1108,171,6,5,30,81,101,165,166,502,1745,1854,0,20,29,229,612,675,685,530,815,49,0,0,0,33
-856335.869598373,7036492.39571864,2020/04/04 00:00:00+00,331,4604,17,137,2020/04/02 00:00:00+00,3959,1148,197,1258,206,6,5,31,83,106,182,180,554,1896,2063,0,21,32,249,670,742,759,577,905,49,0,0,0,34
-856335.869598373,7036492.39571864,2020/04/05 00:00:00+00,390,4994,21,158,2020/04/03 00:00:00+00,4386,1251,211,1415,236,7,5,31,89,112,191,197,618,2065,2321,0,24,34,264,739,799,823,640,1059,55,0,0,0,35
-856335.869598373,7036492.39571864,2020/04/06 00:00:00+00,748,5859,16,174,2020/04/04 00:00:00+00,4849,1346,217,1623,260,7,5,31,96,119,202,208,677,2226,2623,0,24,35,281,808,892,901,688,1214,51,0,0,0,36
-856335.869598373,7036492.39571864,2020/04/07 00:00:00+00,365,6224,36,210,2020/04/05 00:00:00+00,5526,1421,226,1781,270,7,5,31,100,126,212,221,718,2581,2945,0,30,38,341,935,1037,1040,786,1312,44,0,0,0,37
-856335.869598373,7036492.39571864,2020/04/08 00:00:00+00,464,6688,25,235,2020/04/06 00:00:00+00,5910,1515,239,1894,299,7,5,31,103,133,230,234,771,2752,3158,0,30,41,358,997,1104,1109,837,1427,52,0,0,0,38
-856335.869598373,7036492.39571864,2020/04/09 00:00:00+00,705,7393,28,263,2020/04/07 00:00:00+00,6374,1568,247,2115,317,9,5,32,105,135,239,242,800,2930,3444,0,33,43,378,1089,1167,1211,913,1533,49,0,0,0,39
-856335.869598373,7036492.39571864,2020/04/10 00:00:00+00,696,8089,25,287,2020/04/08 00:00:00+00,6987,1679,267,2366,339,11,5,33,112,143,255,264,855,3191,3796,0,36,45,416,1204,1294,1328,1002,1655,46,0,0,0,40
-856335.869598373,7036492.39571864,2020/04/11 00:00:00+00,553,8928,33,320,2020/04/09 00:00:00+00,7685,1768,279,2628,356,12,5,35,115,148,261,279,912,3464,4221,0,39,52,464,1322,1405,1465,1124,1807,49,0,0,0,41
-856335.869598373,7036492.39571864,2020/04/12 00:00:00+00,430,9655,14,334,2020/04/10 00:00:00+00,8390,1829,290,2902,382,12,5,38,119,150,272,289,943,3763,4627,0,44,56,518,1461,1545,1593,1237,1929,45,0,0,0,42
-856335.869598373,7036492.39571864,2020/04/13 00:00:00+00,527,10647,31,365,2020/04/11 00:00:00+00,9359,1903,299,3235,401,13,5,38,121,156,282,298,989,4208,5151,0,47,67,585,1628,1737,1792,1396,2099,46,0,0,0,43
-856335.869598373,7036492.39571864,2020/04/14 00:00:00+00,548,11478,41,406,2020/04/12 00:00:00+00,10252,1960,307,3471,408,13,5,39,125,162,289,305,1021,4596,5656,0,54,80,664,1786,1905,1961,1508,2286,46,0,0,0,44
-856335.869598373,7036492.39571864,2020/04/15 00:00:00+00,657,12547,38,444,2020/04/13 00:00:00+00,11118,2018,311,3662,413,14,5,39,127,170,299,308,1055,4993,6125,0,59,94,727,1927,2059,2132,1621,2491,48,0,0,0,45
-856335.869598373,7036492.39571864,2020/04/16 00:00:00+00,629,13271,43,486,2020/04/14 00:00:00+00,12248,2080,316,3918,425,14,5,40,129,173,304,318,1096,5493,6755,0,70,122,798,2119,2285,2362,1782,2702,46,0,0,0,46
-856335.869598373,7036492.39571864,2020/04/17 00:00:00+00,597,13980,44,530,2020/04/15 00:00:00+00,12828,2137,324,4128,436,14,6,42,132,180,309,326,1127,5732,7096,0,70,134,835,2202,2384,2467,1875,2852,50,0,0,0,47
-856335.869598373,7036492.39571864,2020/04/18 00:00:00+00,630,14758,41,571,2020/04/16 00:00:00+00,13549,2230,332,4402,454,14,7,44,136,185,323,340,1180,6005,7544,0,75,140,882,2300,2490,2624,1982,3047,51,0,0,0,48
-856335.869598373,7036492.39571864,2020/04/19 00:00:00+00,445,15251,39,610,2020/04/17 00:00:00+00,14402,2298,338,4673,472,14,8,47,140,189,332,352,1215,6355,8047,0,77,152,943,2440,2628,2789,2092,3271,49,0,0,0,49
-856335.869598373,7036492.39571864,2020/04/20 00:00:00+00,401,15652,77,687,2020/04/18 00:00:00+00,14957,2335,339,4862,478,14,8,48,144,192,335,356,1237,6549,8408,0,81,159,989,2526,2710,2908,2152,3422,49,0,0,0,50
-856335.869598373,7036492.39571864,2020/04/21 00:00:00+00,388,16040,44,730,2020/04/19 00:00:00+00,15223,2367,340,4934,491,14,8,48,145,197,339,356,1259,6644,8579,0,81,159,999,2550,2746,2936,2173,3569,77,0,0,0,51
-856335.869598373,7036492.39571864,2020/04/22 00:00:00+00,629,16671,49,769,2020/04/20 00:00:00+00,15618,2409,346,5044,507,14,8,49,147,199,340,365,1286,6804,8814,0,85,166,1029,2603,2805,2998,2217,3705,53,0,0,0,52
-856335.869598373,7036492.39571864,2020/04/23 00:00:00+00,936,17607,28,794,2020/04/21 00:00:00+00,16128,2450,354,5228,522,14,8,49,148,204,344,373,1309,6978,9150,0,86,170,1058,2667,2881,3077,2271,3908,55,0,0,0,53
-856335.869598373,7036492.39571864,2020/04/24 00:00:00+00,577,18184,37,829,2020/04/22 00:00:00+00,17074,2505,362,5556,548,14,8,51,153,211,353,377,1337,7316,9758,0,89,173,1117,2788,2990,3228,2365,4314,59,0,0,0,54
-856335.869598373,7036492.39571864,2020/04/25 00:00:00+00,377,18561,42,868,2020/04/23 00:00:00+00,17611,2552,367,5738,567,14,8,51,153,214,358,384,1369,7507,10104,0,90,177,1149,2854,3066,3298,2415,4552,58,0,0,0,55
-856335.869598373,7036492.39571864,2020/04/26 00:00:00+00,701,19262,26,1087,2020/04/24 00:00:00+00,18060,2594,376,5919,601,14,8,51,153,217,361,394,1395,7644,10416,0,90,180,1180,2927,3128,3353,2466,4726,55,0,0,0,56
-856335.869598373,7036492.39571864,2020/04/27 00:00:00+00,386,19648,18,1102,2020/04/25 00:00:00+00,18724,2640,379,6116,604,14,8,52,157,220,369,398,1421,7907,10817,0,94,187,1225,3018,3232,3475,2517,4966,51,0,0,0,57
-856335.869598373,7036492.39571864,2020/04/28 00:00:00+00,229,19877,45,1159,2020/04/26 00:00:00+00,19123,2681,381,6243,608,14,8,53,157,222,370,406,1450,8051,11072,0,95,192,1258,3066,3285,3524,2553,5140,57,0,0,0,58
-856335.869598373,7036492.39571864,2020/04/29 00:00:00+00,376,20253,31,1190,2020/04/27 00:00:00+00,19490,2719,383,6373,620,15,8,53,164,226,371,410,1471,8206,11284,0,97,196,1291,3123,3348,3588,2589,5248,49,0,0,0,59
-856335.869598373,7036492.39571864,2020/04/30 00:00:00+00,359,20612,43,1232,2020/04/28 00:00:00+00,19856,2750,386,6514,630,15,8,53,165,228,376,411,1493,8336,11520,0,98,200,1319,3174,3409,3652,2633,5361,50,0,0,0,60
-856335.869598373,7036492.39571864,2020/05/01 00:00:00+00,221,20833,34,1265,2020/04/29 00:00:00+00,20252,2802,389,6628,646,16,9,55,169,229,380,416,1527,8521,11731,0,100,205,1357,3246,3463,3707,2673,5490,50,0,0,0,61
-856335.869598373,7036492.39571864,2020/05/02 00:00:00+00,343,21176,25,1286,2020/04/30 00:00:00+00,20523,2823,390,6720,676,16,9,55,170,229,383,419,1541,8627,11896,0,100,206,1378,3292,3507,3758,2705,5566,51,0,0,0,62
-856335.869598373,7036492.39571864,2020/05/03 00:00:00+00,330,21506,19,1303,2020/05/01 00:00:00+00,20874,2866,392,6834,694,18,12,56,170,231,391,425,1562,8781,12093,0,107,215,1415,3352,3566,3818,2743,5647,45,0,0,0,63
-856335.869598373,7036492.39571864,2020/05/04 00:00:00+00,266,21772,16,1319,2020/05/02 00:00:00+00,21257,2886,392,6941,703,18,13,56,172,234,394,427,1571,8993,12263,1,109,223,1458,3443,3644,3879,2790,5700,40,0,0,0,64
-856335.869598373,7036492.39571864,2020/05/05 00:00:00+00,211,21983,23,1339,2020/05/03 00:00:00+00,21462,2909,395,6998,706,18,14,58,174,238,397,429,1580,9095,12366,1,110,230,1473,3479,3690,3913,2818,5737,44,0,0,0,65
-856335.869598373,7036492.39571864,2020/05/06 00:00:00+00,265,22248,37,1375,2020/05/04 00:00:00+00,21711,2923,397,7061,710,18,14,59,174,238,400,430,1589,9226,12484,1,113,236,1493,3537,3742,3957,2841,5780,41,0,0,0,66
-856335.869598373,7036492.39571864,2020/05/07 00:00:00+00,137,22385,29,1403,2020/05/05 00:00:00+00,21992,2943,401,7142,733,18,15,63,174,240,400,433,1599,9371,12620,1,116,240,1529,3598,3807,3999,2872,5819,39,0,0,0,67
-856335.869598373,7036492.39571864,2020/05/08 00:00:00+00,156,22541,27,1429,2020/05/06 00:00:00+00,22129,2965,404,7202,737,18,17,63,174,240,401,437,1614,9427,12700,2,116,242,1541,3616,3829,4034,2891,5847,49,0,0,0,68
-856335.869598373,7036492.39571864,2020/05/09 00:00:00+00,219,22760,18,1446,2020/05/07 00:00:00+00,22315,2981,404,7262,746,18,17,63,175,240,402,439,1626,9505,12808,2,116,244,1562,3653,3866,4055,2913,5893,44,0,0,0,69
-856335.869598373,7036492.39571864,2020/05/10 00:00:00+00,236,22996,12,1458,2020/05/08 00:00:00+00,22473,3004,406,7328,750,18,17,63,177,242,406,440,1640,9570,12901,2,118,250,1576,3684,3892,4077,2931,5932,45,0,0,0,70
-856335.869598373,7036492.39571864,2020/05/11 00:00:00+00,139,23135,15,1467,2020/05/09 00:00:00+00,22734,3021,407,7444,755,19,17,64,178,242,407,441,1652,9662,13070,2,120,257,1597,3727,3943,4120,2968,5989,46,0,0,0,71
-856335.869598373,7036492.39571864,2020/05/12 00:00:00+00,107,23242,24,1488,2020/05/10 00:00:00+00,22915,3032,408,7501,759,19,17,64,178,242,408,442,1661,9734,13179,2,120,259,1616,3757,3971,4145,2993,6041,50,0,0,0,72
-856335.869598373,7036492.39571864,2020/05/13 00:00:00+00,159,23401,10,1497,2020/05/11 00:00:00+00,23000,3046,408,7525,766,19,17,64,181,243,410,442,1669,9770,13228,2,121,262,1625,3775,3987,4161,2998,6058,41,0,0,0,73
-856335.869598373,7036492.39571864,2020/05/14 00:00:00+00,426,23827,10,1506,2020/05/12 00:00:00+00,23124,3055,411,7568,766,19,17,64,182,244,410,447,1671,9831,13291,2,124,265,1635,3803,4008,4177,3014,6085,43,0,0,0,74
-856335.869598373,7036492.39571864,2020/05/15 00:00:00+00,129,23956,16,1518,2020/05/13 00:00:00+00,23487,3072,414,7806,781,19,17,64,184,246,412,451,1678,9989,13495,3,127,265,1681,3912,4087,4247,3052,6103,38,0,0,0,75
-856335.869598373,7036492.39571864,2020/05/16 00:00:00+00,92,24048,15,1533,2020/05/14 00:00:00+00,23720,3094,415,7872,784,19,17,64,186,250,415,457,1685,10112,13605,3,127,266,1699,3970,4160,4286,3080,6119,40,0,0,0,76
-856335.869598373,7036492.39571864,2020/05/17 00:00:00+00,64,24112,10,1543,2020/05/15 00:00:00+00,23825,3101,416,7898,800,19,17,64,186,252,416,457,1689,10171,13651,3,129,269,1709,3993,4187,4303,3084,6138,39,0,0,0,77
-856335.869598373,7036492.39571864,2020/05/18 00:00:00+00,88,24200,4,1547,2020/05/16 00:00:00+00,23909,3108,417,7929,805,19,17,64,186,252,416,461,1692,10203,13703,3,131,269,1716,4021,4203,4313,3088,6155,37,0,0,0,78
-856335.869598373,7036492.39571864,2020/05/19 00:00:00+00,51,24251,16,1561,2020/05/17 00:00:00+00,24038,3115,418,7965,806,19,17,65,186,252,417,461,1697,10264,13771,3,133,274,1739,4044,4232,4330,3103,6170,39,0,0,0,79
-856335.869598373,7036492.39571864,2020/05/20 00:00:00+00,64,24315,11,1571,2020/05/18 00:00:00+00,24080,3128,421,7979,810,19,17,65,187,253,420,462,1704,10279,13798,3,134,276,1744,4048,4242,4338,3107,6178,44,0,0,0,80
-856335.869598373,7036492.39571864,2020/05/21 00:00:00+00,76,24391,12,1583,2020/05/19 00:00:00+00,24155,3140,421,8003,814,19,17,65,187,254,422,465,1710,10311,13841,3,136,277,1755,4062,4256,4349,3113,6194,41,0,0,0,81
-856335.869598373,7036492.39571864,2020/05/22 00:00:00+00,115,24506,11,1592,2020/05/20 00:00:00+00,24230,3159,425,8026,823,19,17,65,188,254,423,470,1722,10348,13879,3,136,280,1758,4072,4272,4357,3125,6217,55,0,0,0,82
-856335.869598373,7036492.39571864,2020/05/23 00:00:00+00,76,24582,13,1604,2020/05/21 00:00:00+00,24325,3174,428,8043,829,19,17,66,188,255,424,471,1733,10387,13935,3,140,287,1764,4089,4288,4378,3129,6237,43,0,0,0,83
-856335.869598373,7036492.39571864,2020/05/24 00:00:00+00,57,24639,4,1608,2020/05/22 00:00:00+00,24440,3184,429,8067,844,19,17,66,190,256,426,473,1736,10436,14001,3,144,290,1786,4113,4309,4392,3141,6252,37,0,0,0,84
-856335.869598373,7036492.39571864,2020/05/25 00:00:00+00,59,24698,0,1606,2020/05/23 00:00:00+00,24479,3190,429,8077,846,19,17,67,191,257,426,473,1739,10457,14019,3,145,291,1792,4118,4320,4397,3144,6259,42,0,0,0,85
-856335.869598373,7036492.39571864,2020/05/26 00:00:00+00,37,24735,9,1615,2020/05/24 00:00:00+00,24519,3194,429,8085,846,19,17,67,191,257,427,473,1742,10482,14034,3,146,293,1797,4121,4323,4408,3149,6269,50,0,0,0,86
-856335.869598373,7036492.39571864,2020/05/27 00:00:00+00,73,24803,17,1631,2020/05/25 00:00:00+00,24624,3206,432,8117,846,19,17,67,192,257,429,475,1749,10524,14097,3,147,296,1805,4144,4336,4426,3167,6290,48,0,0,0,87
-856335.869598373,7036492.39571864,2020/05/28 00:00:00+00,46,24841,9,1639,2020/05/26 00:00:00+00,24692,3214,433,8145,850,19,17,67,193,257,430,476,1754,10548,14141,3,149,303,1813,4151,4351,4435,3174,6303,42,0,0,0,88
-856335.869598373,7036492.39571864,2020/05/29 00:00:00+00,39,24876,6,1645,2020/05/27 00:00:00+00,24732,3217,433,8158,856,19,17,67,193,258,431,476,1755,10563,14166,3,150,304,1816,4158,4358,4443,3178,6312,50,0,0,0,89
-856335.869598373,7036492.39571864,2020/05/30 00:00:00+00,59,24929,9,1650,2020/05/28 00:00:00+00,24769,3222,433,8162,861,19,17,67,193,260,431,477,1757,10577,14189,3,152,306,1816,4160,4364,4451,3183,6324,53,0,0,0,90
-856335.869598373,7036492.39571864,2020/05/31 00:00:00+00,66,24990,2,1651,2020/05/29 00:00:00+00,24824,3232,433,8179,866,19,17,67,193,261,432,478,1764,10600,14221,3,152,307,1818,4169,4376,4459,3186,6344,49,0,0,0,91
-856335.869598373,7036492.39571864,2020/06/01 00:00:00+00,77,25062,1,1650,2020/05/30 00:00:00+00,24890,3234,433,8183,866,19,17,67,193,261,433,478,1765,10642,14245,3,153,308,1825,4181,4391,4472,3193,6354,43,0,0,0,92
-856335.869598373,7036492.39571864,2020/06/02 00:00:00+00,10,25066,8,1658,2020/05/31 00:00:00+00,24965,3238,433,8208,867,19,17,68,193,261,434,479,1766,10671,14291,3,155,316,1837,4191,4399,4486,3202,6366,38,0,0,0,93
-856335.869598373,7036492.39571864,2020/06/03 00:00:00+00,47,25111,3,1659,2020/06/01 00:00:00+00,24975,3242,433,8209,872,19,17,68,193,261,434,479,1770,10677,14295,3,155,316,1838,4193,4399,4487,3202,6372,65,0,0,0,94
-856335.869598373,7036492.39571864,2020/06/04 00:00:00+00,38,25142,5,1664,2020/06/02 00:00:00+00,25015,3253,433,8218,876,19,17,68,193,263,435,481,1776,10693,14319,3,155,318,1839,4195,4408,4495,3210,6382,50,0,0,0,95
-856335.869598373,7036492.39571864,2020/06/05 00:00:00+00,28,25163,7,1670,2020/06/03 00:00:00+00,25051,3254,433,8227,880,19,17,68,193,263,435,481,1777,10713,14335,3,157,318,1844,4200,4415,4506,3215,6383,41,0,0,0,96
-856335.869598373,7036492.39571864,2020/06/06 00:00:00+00,24,25183,9,1678,2020/06/04 00:00:00+00,25077,3258,433,8233,885,19,17,68,193,263,435,482,1780,10724,14350,3,160,320,1848,4204,4417,4509,3216,6390,35,0,0,0,97
-856335.869598373,7036492.39571864,2020/06/07 00:00:00+00,25,25201,1,1679,2020/06/05 00:00:00+00,25099,3261,433,8244,888,19,17,68,193,263,435,483,1782,10732,14364,3,160,320,1852,4209,4421,4513,3217,6394,44,0,0,0,98
-856335.869598373,7036492.39571864,2020/06/08 00:00:00+00,9,25207,4,1683,2020/06/06 00:00:00+00,25122,3263,433,8255,891,19,17,68,193,263,436,483,1783,10742,14377,3,160,320,1858,4212,4425,4518,3219,6397,42,0,0,0,99
-856335.869598373,7036492.39571864,2020/06/09 00:00:00+00,9,25215,9,1691,2020/06/07 00:00:00+00,25131,3264,433,8259,892,19,17,68,193,264,436,483,1783,10748,14380,3,160,320,1858,4214,4428,4521,3219,6398,43,0,0,0,100
-856335.869598373,7036492.39571864,2020/06/10 00:00:00+00,19,25231,5,1695,2020/06/08 00:00:00+00,25140,3266,433,8260,887,19,17,68,193,264,436,484,1784,10755,14382,3,160,320,1860,4214,4429,4523,3222,6399,51,0,0,0,101
-856335.869598373,7036492.39571864,2020/06/11 00:00:00+00,8,25238,8,1703,2020/06/09 00:00:00+00,25158,3268,433,8264,901,19,17,68,194,265,436,484,1784,10762,14393,3,161,320,1865,4217,4432,4525,3222,6403,42,0,0,0,102
-856335.869598373,7036492.39571864,2020/06/12 00:00:00+00,13,25250,3,1705,2020/06/10 00:00:00+00,25166,3269,433,8265,917,19,17,68,194,265,436,484,1785,10765,14398,3,162,320,1866,4219,4433,4526,3222,6405,44,0,0,0,103
-856335.869598373,7036492.39571864,2020/06/13 00:00:00+00,46,25295,5,1705,2020/06/11 00:00:00+00,25179,3270,433,8267,941,19,17,68,194,265,436,484,1786,10768,14408,3,164,320,1867,4221,4433,4527,3222,6412,68,0,0,0,104
-856335.869598373,7036492.39571864,2020/06/14 00:00:00+00,8,25303,1,1706,2020/06/12 00:00:00+00,25224,3273,433,8276,970,19,17,68,195,265,436,485,1787,10788,14433,3,166,323,1871,4229,4442,4535,3226,6419,43,0,0,0,105
-856335.869598373,7036492.39571864,2020/06/15 00:00:00+00,18,25321,0,1706,2020/06/13 00:00:00+00,25232,3274,433,8278,976,19,17,68,195,265,436,485,1788,10792,14437,3,166,323,1873,4231,4442,4536,3226,6422,43,0,0,0,106
-856335.869598373,7036492.39571864,2020/06/16 00:00:00+00,14,25334,3,1709,2020/06/14 00:00:00+00,25250,3275,433,8285,976,20,17,68,195,265,436,485,1788,10799,14448,3,168,324,1874,4232,4445,4540,3229,6425,42,0,0,0,107
-856335.869598373,7036492.39571864,2020/06/17 00:00:00+00,8,25341,3,1710,2020/06/15 00:00:00+00,25264,3278,434,8289,981,20,17,68,195,266,437,485,1789,10805,14456,3,169,325,1874,4233,4448,4544,3229,6429,47,0,0,0,108
-856335.869598373,7036492.39571864,2020/06/18 00:00:00+00,16,25355,4,1714,2020/06/16 00:00:00+00,25272,3278,434,8291,1005,20,17,68,195,266,437,485,1789,10808,14461,3,169,325,1875,4235,4449,4545,3230,6431,35,0,0,0,109
-856335.869598373,7036492.39571864,2020/06/19 00:00:00+00,13,25368,2,1714,2020/06/17 00:00:00+00,25288,3279,434,8298,1031,20,17,68,196,266,437,485,1789,10817,14468,3,169,326,1877,4239,4452,4548,3231,6433,38,0,0,0,110
-856335.869598373,7036492.39571864,2020/06/20 00:00:00+00,22,25374,2,1715,2020/06/18 00:00:00+00,25301,3280,434,8300,1033,20,17,68,196,267,437,485,1789,10824,14474,3,169,327,1878,4242,4454,4550,3231,6437,43,0,0,0,111
-856335.869598373,7036492.39571864,2020/06/21 00:00:00+00,6,25379,0,1715,2020/06/19 00:00:00+00,25322,3280,434,8305,1036,20,17,68,196,267,437,485,1789,10834,14485,3,169,327,1883,4246,4457,4553,3234,6440,39,0,0,0,112
-856335.869598373,7036492.39571864,2020/06/22 00:00:00+00,4,25383,2,1717,2020/06/20 00:00:00+00,25327,3280,434,8305,1069,20,17,68,196,267,437,485,1789,10835,14489,3,169,327,1883,4247,4459,4553,3234,6442,40,0,0,0,113
